Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
24-07-21,16:24:04.592,F,630,346,465,221,0.256,23.8,223,0.492,0.020,0.317,0.095,0.680,0.064,262,509,0.485
24-07-21,16:24:14.707,F,631,369,463,336,0.203,28.6,228,0.400,0.049,0.247,0.099,0.725,0.072,262,509,0.485
24-07-21,16:24:24.829,F,632,387,464,503,0.166,35.1,225,0.322,0.032,0.187,0.097,0.760,0.074,262,509,0.485
24-07-21,16:24:34.947,F,633,408,467,741,0.126,39.2,228,0.247,0.032,0.138,0.090,0.802,0.072,262,509,0.485
24-07-21,16:24:45.061,F,634,423,463,1108,0.086,40.0,223,0.167,0.028,0.088,0.099,0.831,0.083,262,509,0.485
24-07-21,16:24:55.187,F,635,421,457,1447,0.079,48.0,221,0.153,0.045,0.080,0.114,0.827,0.094,262,509,0.485
24-07-21,16:25:05.303,F,636,420,444,2026,0.054,45.9,214,0.104,0.069,0.053,0.146,0.825,0.121,262,509,0.485
24-07-21,16:25:15.419,F,637,413,434,2643,0.048,53.3,211,0.094,0.097,0.048,0.173,0.811,0.141,262,509,0.485
24-07-21,16:25:24.029,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:27:48.517,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:27:48.517,REG1,,#1: Error: First 3 ETR-Values are not increasing,,,,,,,,,,,,,,
24-07-21,16:27:48.517,REG2,,#1: Error: First 3 ETR-Values are not increasing,,,,,,,,,,,,,,
24-07-21,16:28:00.032,F,638,322,627,44,0.486,9.0,290,0.905,-0.364,0.815,-0.188,0.633,-0.119,262,509,0.485
24-07-21,16:28:00.035,F,639,322,627,44,0.486,9.0,256,0.822,-0.502,0.654,-0.188,0.633,-0.119,262,509,0.485
24-07-21,16:28:10.153,F,640,326,622,80,0.476,16.0,250,0.796,-0.506,0.610,-0.182,0.640,-0.116,262,509,0.485
24-07-21,16:28:20.270,F,641,338,584,116,0.421,20.5,243,0.721,-0.381,0.518,-0.128,0.664,-0.085,262,509,0.485
24-07-21,16:28:30.395,F,642,354,576,160,0.385,25.9,244,0.669,-0.344,0.461,-0.116,0.695,-0.080,262,509,0.485
24-07-21,16:28:40.510,F,643,386,581,221,0.336,31.2,245,0.580,-0.360,0.368,-0.124,0.758,-0.094,262,509,0.485
24-07-21,16:28:50.628,F,644,455,630,335,0.278,39.1,251,0.462,-0.534,0.255,-0.192,0.894,-0.172,262,509,0.485
24-07-21,16:29:00.690,F,645,473,604,503,0.217,45.8,258,0.379,-0.401,0.207,-0.157,0.929,-0.146,262,509,0.485
24-07-21,16:29:10.872,F,646,513,619,741,0.171,53.2,254,0.290,-0.478,0.144,-0.178,1.008,-0.179,262,509,0.485
24-07-21,16:29:20.991,F,647,526,601,1108,0.125,58.2,243,0.209,-0.449,0.097,-0.153,1.033,-0.158,262,509,0.485
24-07-21,16:29:30.021,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:29:31.107,F,648,501,578,1448,0.133,80.9,243,0.230,-0.356,0.112,-0.119,0.984,-0.117,262,509,0.485
24-07-21,16:31:09.618,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:31:09.618,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 122.066 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:31:09.618,REG2,,"#1: alpha: 0.150, ETRm: 118.190, Ik: 785.644   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:31:11.009,FO,649,291,466,0,0.376,0.0,0,0,0,0,0,0,0,291,466,0.376
24-07-21,16:31:21.122,F,650,274,461,44,0.406,7.5,232,0.817,-0.309,0.692,0.011,0.588,0.006,291,466,0.376
24-07-21,16:31:31.239,F,651,268,453,80,0.408,13.7,231,0.833,-0.269,0.718,0.029,0.575,0.017,291,466,0.376
24-07-21,16:31:41.368,F,652,273,462,116,0.409,19.9,242,0.859,-0.257,0.761,0.009,0.586,0.005,291,466,0.376
24-07-21,16:31:51.478,F,653,295,494,160,0.403,27.1,241,0.787,-0.446,0.643,-0.057,0.633,-0.036,291,466,0.376
24-07-21,16:32:01.598,F,654,299,487,221,0.386,35.8,230,0.732,-0.469,0.563,-0.043,0.642,-0.028,291,466,0.376
24-07-21,16:32:11.721,F,655,297,460,335,0.354,49.8,225,0.694,-0.343,0.526,0.013,0.637,0.009,291,466,0.376
24-07-21,16:32:21.840,F,656,306,445,503,0.312,65.9,218,0.612,-0.297,0.436,0.047,0.657,0.031,291,466,0.376
24-07-21,16:32:31.956,F,657,316,434,741,0.272,84.7,217,0.544,-0.240,0.374,0.074,0.678,0.050,291,466,0.376
24-07-21,16:32:42.083,F,658,334,426,1108,0.216,100.5,220,0.447,-0.177,0.294,0.094,0.717,0.067,291,466,0.376
24-07-21,16:32:52.203,F,659,351,429,1447,0.182,110.6,217,0.368,-0.211,0.228,0.086,0.753,0.065,291,466,0.376
24-07-21,16:33:02.321,F,660,362,420,2025,0.138,117.4,215,0.283,-0.171,0.168,0.110,0.777,0.085,291,466,0.376
24-07-21,16:33:12.435,F,661,371,417,2643,0.110,122.1,219,0.232,-0.131,0.137,0.118,0.796,0.094,291,466,0.376
24-07-21,16:33:20.925,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:35:28.563,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:35:28.563,REG1,,"#1: alpha: 0.190, ETRm: 59.463, Ik: 313.237   ( beta: 0.002, ETRmPot: 62.352 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:35:28.563,REG2,,"#1: alpha: 0.152, ETRm: 58.273, Ik: 383.746   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:35:29.957,FO,662,519,1092,0,0.525,0.0,0,0,0,0,0,0,0,519,1092,0.525
24-07-21,16:35:40.085,F,663,643,1118,44,0.425,7.9,496,0.764,-0.086,0.589,-0.023,0.589,-0.014,519,1092,0.525
24-07-21,16:35:50.143,F,664,676,1166,80,0.420,14.1,495,0.730,-0.171,0.535,-0.063,0.619,-0.039,519,1092,0.525
24-07-21,16:36:00.324,F,665,693,1153,116,0.399,19.4,498,0.702,-0.143,0.504,-0.053,0.635,-0.034,519,1092,0.525
24-07-21,16:36:10.434,F,666,730,1170,160,0.376,25.3,500,0.657,-0.169,0.450,-0.067,0.668,-0.044,519,1092,0.525
24-07-21,16:36:20.561,F,667,773,1169,221,0.339,31.5,485,0.579,-0.194,0.363,-0.066,0.708,-0.047,519,1092,0.525
24-07-21,16:36:30.677,F,668,783,1086,336,0.279,39.4,480,0.500,-0.058,0.307,0.006,0.717,0.004,519,1092,0.525
24-07-21,16:36:40.801,F,669,842,1081,503,0.221,46.7,483,0.400,-0.044,0.229,0.010,0.771,0.008,519,1092,0.525
24-07-21,16:36:50.919,F,670,884,1060,741,0.166,51.7,473,0.300,-0.024,0.161,0.030,0.810,0.024,519,1092,0.525
24-07-21,16:37:01.035,F,671,909,1041,1107,0.127,59.0,468,0.230,0.000,0.118,0.049,0.832,0.041,519,1092,0.525
24-07-21,16:37:11.159,F,672,906,1007,1447,0.100,60.8,468,0.187,0.059,0.097,0.084,0.830,0.070,519,1092,0.525
24-07-21,16:37:21.274,F,673,946,1022,2025,0.074,62.9,472,0.138,0.040,0.069,0.068,0.866,0.060,519,1092,0.525
24-07-21,16:37:31.396,F,674,960,1010,2644,0.050,55.5,464,0.092,0.047,0.044,0.081,0.879,0.071,519,1092,0.525
24-07-21,16:37:39.797,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:39:25.407,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:39:25.407,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 69.085 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:39:25.407,REG2,,"#1: alpha: 0.118, ETRm: 75.478, Ik: 641.304   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:39:26.800,FO,675,467,916,0,0.490,0.0,0,0,0,0,0,0,0,467,916,0.490
24-07-21,16:39:36.915,F,676,557,894,44,0.377,7.0,416,0.705,-0.065,0.527,0.025,0.608,0.015,467,916,0.490
24-07-21,16:39:47.039,F,677,544,861,80,0.368,12.4,404,0.694,-0.018,0.515,0.064,0.594,0.038,467,916,0.490
24-07-21,16:39:57.152,F,678,541,829,116,0.347,16.9,395,0.664,0.033,0.485,0.105,0.591,0.062,467,916,0.490
24-07-21,16:40:07.276,F,679,549,821,160,0.331,22.2,398,0.643,0.058,0.466,0.116,0.599,0.070,467,916,0.490
24-07-21,16:40:17.398,F,680,566,811,221,0.302,28.0,391,0.583,0.065,0.403,0.129,0.618,0.080,467,916,0.490
24-07-21,16:40:27.519,F,681,592,810,335,0.269,37.8,405,0.538,0.098,0.368,0.131,0.646,0.085,467,916,0.490
24-07-21,16:40:37.637,F,682,644,832,502,0.226,47.6,408,0.443,0.056,0.281,0.101,0.703,0.071,467,916,0.490
24-07-21,16:40:47.759,F,683,678,828,741,0.181,56.3,404,0.354,0.056,0.211,0.106,0.740,0.079,467,916,0.490
24-07-21,16:40:57.869,F,684,703,823,1108,0.146,67.9,407,0.288,0.073,0.167,0.113,0.767,0.087,467,916,0.490
24-07-21,16:41:07.999,F,685,718,816,1448,0.120,73.0,401,0.236,0.076,0.132,0.123,0.784,0.096,467,916,0.490
24-07-21,16:41:18.109,F,686,716,788,2026,0.091,77.4,391,0.181,0.116,0.099,0.162,0.782,0.127,467,916,0.490
24-07-21,16:41:28.229,F,687,709,763,2643,0.071,78.8,390,0.145,0.169,0.080,0.201,0.774,0.155,467,916,0.490
24-07-21,16:41:36.360,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:43:34.661,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:43:34.661,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 61.960 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:43:34.661,REG2,,"#1: alpha: 0.156, ETRm: 75.917, Ik: 485.473   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:43:36.058,FO,688,111,247,0,0.551,0.0,0,0,0,0,0,0,0,111,247,0.551
24-07-21,16:43:46.174,F,689,126,253,44,0.502,9.3,111,0.894,-0.044,0.788,-0.024,0.510,-0.012,111,247,0.551
24-07-21,16:43:56.315,F,690,132,255,80,0.482,16.2,110,0.848,-0.066,0.707,-0.031,0.534,-0.016,111,247,0.551
24-07-21,16:44:06.430,F,691,136,252,116,0.460,22.4,111,0.823,-0.037,0.672,-0.020,0.551,-0.011,111,247,0.551
24-07-21,16:44:16.558,F,692,146,248,160,0.411,27.6,110,0.739,-0.015,0.557,-0.004,0.591,-0.002,111,247,0.551
24-07-21,16:44:26.673,F,693,153,246,221,0.378,35.1,109,0.679,-0.007,0.484,0.004,0.619,0.003,111,247,0.551
24-07-21,16:44:36.718,F,694,167,247,335,0.324,45.6,110,0.584,-0.007,0.385,0.000,0.676,0.000,111,247,0.551
24-07-21,16:44:46.910,F,695,184,248,503,0.258,54.5,112,0.471,0.000,0.287,-0.004,0.745,-0.003,111,247,0.551
24-07-21,16:44:57.033,F,696,198,248,741,0.202,62.9,110,0.362,-0.015,0.201,-0.004,0.802,-0.004,111,247,0.551
24-07-21,16:45:07.150,F,697,205,240,1108,0.146,67.9,107,0.263,0.022,0.137,0.029,0.830,0.024,111,247,0.551
24-07-21,16:45:17.274,F,698,207,237,1448,0.127,77.2,106,0.229,0.037,0.117,0.042,0.838,0.035,111,247,0.551
24-07-21,16:45:27.392,F,699,214,235,2026,0.089,75.7,106,0.163,0.051,0.081,0.051,0.866,0.045,111,247,0.551
24-07-21,16:45:37.511,F,700,215,233,2643,0.077,85.5,108,0.144,0.081,0.072,0.060,0.870,0.053,111,247,0.551
24-07-21,16:45:46.201,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:48:04.330,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:48:04.330,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.001, ETRmPot: 118.198 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:48:04.330,REG2,,"#1: alpha: 0.178, ETRm: 117.163, Ik: 657.501   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:48:05.720,FO,701,220,536,0,0.590,0.0,0,0,0,0,0,0,0,220,536,0.590
24-07-21,16:48:15.845,F,702,224,479,44,0.532,9.8,201,0.917,0.120,0.823,0.119,0.418,0.050,220,536,0.590
24-07-21,16:48:25.963,F,703,228,482,80,0.527,17.7,201,0.904,0.111,0.797,0.112,0.425,0.048,220,536,0.590
24-07-21,16:48:36.081,F,704,236,480,116,0.508,24.7,200,0.871,0.114,0.738,0.117,0.440,0.052,220,536,0.590
24-07-21,16:48:46.195,F,705,248,483,160,0.487,32.7,202,0.836,0.111,0.681,0.110,0.463,0.050,220,536,0.590
24-07-21,16:48:56.321,F,706,256,464,221,0.448,41.6,192,0.765,0.139,0.574,0.155,0.478,0.074,220,536,0.590
24-07-21,16:49:06.438,F,707,267,449,336,0.405,57.2,190,0.703,0.180,0.500,0.194,0.498,0.097,220,536,0.590
24-07-21,16:49:16.554,F,708,293,448,503,0.346,73.1,191,0.603,0.187,0.393,0.196,0.547,0.107,220,536,0.590
24-07-21,16:49:26.680,F,709,321,450,741,0.287,89.3,192,0.500,0.184,0.299,0.191,0.599,0.114,220,536,0.590
24-07-21,16:49:36.793,F,710,348,448,1108,0.223,103.8,194,0.394,0.196,0.220,0.196,0.649,0.128,220,536,0.590
24-07-21,16:49:46.913,F,711,360,444,1447,0.189,114.9,193,0.335,0.206,0.180,0.207,0.672,0.139,220,536,0.590
24-07-21,16:49:57.040,F,712,373,434,2026,0.141,120.0,190,0.250,0.228,0.127,0.235,0.696,0.163,220,536,0.590
24-07-21,16:50:07.155,F,713,381,427,2644,0.108,119.9,195,0.198,0.266,0.101,0.255,0.711,0.181,220,536,0.590
24-07-21,16:50:15.675,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:53:07.131,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:53:07.131,REG1,,"#1: alpha: 0.178, ETRm: 90.296, Ik: 508.179   ( beta: 0.011, ETRmPot: 114.983 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:53:07.131,REG2,,"#1: alpha: 0.148, ETRm: 88.578, Ik: 597.546   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:53:08.521,FO,714,531,1178,0,0.549,0.0,0,0,0,0,0,0,0,531,1178,0.549
24-07-21,16:53:18.648,F,715,660,1171,44,0.436,8.1,485,0.745,-0.060,0.547,0.006,0.560,0.004,531,1178,0.549
24-07-21,16:53:28.765,F,716,659,1179,80,0.441,14.8,482,0.746,-0.077,0.546,-0.001,0.559,0.000,531,1178,0.549
24-07-21,16:53:38.883,F,717,662,1161,116,0.430,20.9,500,0.755,-0.022,0.570,0.015,0.562,0.008,531,1178,0.549
24-07-21,16:53:49.008,F,718,711,1222,160,0.418,28.1,495,0.703,-0.124,0.489,-0.036,0.604,-0.022,531,1178,0.549
24-07-21,16:53:59.147,F,719,728,1183,221,0.385,35.7,477,0.644,-0.091,0.422,-0.004,0.618,-0.003,531,1178,0.549
24-07-21,16:54:09.204,F,720,722,1104,336,0.346,48.8,483,0.615,0.040,0.411,0.067,0.613,0.041,531,1178,0.549
24-07-21,16:54:19.382,F,721,785,1050,503,0.252,53.2,467,0.455,0.099,0.271,0.122,0.666,0.082,531,1178,0.549
24-07-21,16:54:29.498,F,722,832,1067,741,0.220,68.5,445,0.378,0.039,0.202,0.104,0.706,0.074,531,1178,0.549
24-07-21,16:54:39.624,F,723,880,1077,1108,0.183,85.2,469,0.324,0.060,0.173,0.094,0.747,0.070,531,1178,0.549
24-07-21,16:54:49.739,F,724,891,1039,1448,0.142,86.4,483,0.266,0.141,0.144,0.134,0.756,0.102,531,1178,0.549
24-07-21,16:54:59.861,F,725,966,1094,2025,0.117,99.5,498,0.215,0.079,0.111,0.077,0.820,0.063,531,1178,0.549
24-07-21,16:55:09.976,F,726,1022,1104,2642,0.074,82.1,488,0.133,0.048,0.064,0.067,0.868,0.058,531,1178,0.549
24-07-21,16:55:17.946,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:57:45.503,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:57:45.503,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 34.136 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:57:45.503,REG2,,"#1: alpha: 0.128, ETRm: 36.703, Ik: 287.513   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:57:46.889,FO,727,538,1041,0,0.483,0.0,0,0,0,0,0,0,0,538,1041,0.483
24-07-21,16:57:56.955,F,728,656,1066,44,0.385,7.1,505,0.731,-0.115,0.563,-0.023,0.630,-0.015,538,1041,0.483
24-07-21,16:58:07.075,F,729,685,1083,80,0.367,12.3,496,0.678,-0.167,0.491,-0.039,0.658,-0.025,538,1041,0.483
24-07-21,16:58:17.190,F,730,721,1071,116,0.327,15.9,495,0.608,-0.145,0.417,-0.028,0.693,-0.020,538,1041,0.483
24-07-21,16:58:27.317,F,731,771,1089,160,0.292,19.6,500,0.540,-0.171,0.350,-0.044,0.741,-0.033,538,1041,0.483
24-07-21,16:58:37.485,F,732,836,1120,221,0.254,23.6,507,0.463,-0.219,0.281,-0.071,0.803,-0.057,538,1041,0.483
24-07-21,16:58:47.604,F,733,940,1167,336,0.195,27.5,522,0.352,-0.282,0.195,-0.108,0.903,-0.098,538,1041,0.483
24-07-21,16:58:57.724,F,734,1029,1207,503,0.147,31.1,534,0.264,-0.338,0.137,-0.138,0.988,-0.135,538,1041,0.483
24-07-21,16:59:07.848,F,735,1099,1234,741,0.109,33.9,539,0.194,-0.382,0.095,-0.156,1.056,-0.165,538,1041,0.483
24-07-21,16:59:17.963,F,736,1155,1255,1108,0.080,37.2,547,0.141,-0.408,0.067,-0.171,1.110,-0.190,538,1041,0.483
24-07-21,16:59:28.088,F,737,1178,1256,1448,0.062,37.7,549,0.110,-0.406,0.051,-0.171,1.132,-0.194,538,1041,0.483
24-07-21,16:59:38.204,F,738,1208,1268,2026,0.047,40.0,556,0.084,-0.416,0.039,-0.179,1.160,-0.207,538,1041,0.483
24-07-21,16:59:48.324,F,739,1238,1281,2642,0.034,37.7,555,0.059,-0.443,0.026,-0.187,1.189,-0.223,538,1041,0.483
24-07-21,16:59:56.134,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:01:36.031,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:01:36.031,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 25.509 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:01:36.031,REG2,,"#1: alpha: 0.132, ETRm: 35.577, Ik: 268.757   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:01:37.544,FO,740,415,878,0,0.527,0.0,0,0,0,0,0,0,0,415,878,0.527
24-07-21,17:01:47.679,F,741,576,1006,44,0.427,7.9,463,0.792,-0.173,0.637,-0.127,0.656,-0.083,415,878,0.527
24-07-21,17:01:57.839,F,742,639,1061,80,0.398,13.4,470,0.714,-0.276,0.525,-0.172,0.728,-0.126,415,878,0.527
24-07-21,17:02:07.900,F,743,693,1063,116,0.348,17.0,471,0.625,-0.279,0.425,-0.174,0.789,-0.137,415,878,0.527
24-07-21,17:02:18.018,F,744,744,1066,160,0.302,20.3,472,0.542,-0.283,0.344,-0.176,0.847,-0.149,415,878,0.527
24-07-21,17:02:28.158,F,745,799,1060,221,0.246,22.8,483,0.452,-0.246,0.273,-0.172,0.910,-0.156,415,878,0.527
24-07-21,17:02:38.276,F,746,877,1085,335,0.192,27.0,490,0.350,-0.285,0.196,-0.191,0.999,-0.191,415,878,0.527
24-07-21,17:02:48.441,F,747,933,1083,503,0.139,29.4,491,0.253,-0.279,0.133,-0.189,1.063,-0.202,415,878,0.527
24-07-21,17:02:58.550,F,748,975,1082,740,0.099,30.8,488,0.180,-0.283,0.090,-0.189,1.110,-0.209,415,878,0.527
24-07-21,17:03:08.677,F,749,995,1070,1107,0.070,32.5,485,0.128,-0.263,0.062,-0.179,1.133,-0.203,415,878,0.527
24-07-21,17:03:18.793,F,750,1002,1063,1447,0.057,34.6,480,0.105,-0.259,0.050,-0.174,1.141,-0.198,415,878,0.527
24-07-21,17:03:28.909,F,751,989,1032,2026,0.042,35.7,482,0.078,-0.188,0.038,-0.149,1.126,-0.168,415,878,0.527
24-07-21,17:03:39.027,F,752,1023,1070,2642,0.044,48.8,507,0.083,-0.216,0.041,-0.179,1.165,-0.209,415,878,0.527
24-07-21,17:03:46.918,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:05:21.564,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:05:21.564,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 40.148 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:05:21.564,REG2,,"#1: alpha: 0.144, ETRm: 43.260, Ik: 300.251   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:05:22.956,FO,753,479,997,0,0.520,0.0,0,0,0,0,0,0,0,479,997,0.520
24-07-21,17:05:33.074,F,754,601,1016,44,0.408,7.5,471,0.761,-0.052,0.596,-0.019,0.603,-0.011,479,997,0.520
24-07-21,17:05:43.196,F,755,620,1042,80,0.405,13.6,472,0.740,-0.100,0.563,-0.043,0.622,-0.027,479,997,0.520
24-07-21,17:05:53.262,F,756,660,1048,116,0.370,18.0,472,0.674,-0.112,0.482,-0.049,0.662,-0.032,479,997,0.520
24-07-21,17:06:03.431,F,757,711,1061,160,0.330,22.2,474,0.596,-0.133,0.397,-0.060,0.713,-0.043,479,997,0.520
24-07-21,17:06:13.559,F,758,756,1064,221,0.289,26.8,481,0.528,-0.125,0.336,-0.063,0.758,-0.047,479,997,0.520
24-07-21,17:06:23.630,F,759,836,1088,336,0.232,32.7,493,0.424,-0.149,0.250,-0.084,0.839,-0.071,479,997,0.520
24-07-21,17:06:33.797,F,760,916,1110,503,0.175,37.0,491,0.313,-0.195,0.168,-0.102,0.919,-0.094,479,997,0.520
24-07-21,17:06:43.914,F,761,975,1121,741,0.130,40.5,500,0.235,-0.199,0.121,-0.111,0.978,-0.108,479,997,0.520
24-07-21,17:06:54.037,F,762,1024,1127,1107,0.091,42.3,494,0.163,-0.222,0.079,-0.115,1.027,-0.118,479,997,0.520
24-07-21,17:07:04.157,F,763,1031,1112,1448,0.073,44.4,491,0.130,-0.199,0.062,-0.103,1.034,-0.107,479,997,0.520
24-07-21,17:07:14.273,F,764,1041,1101,2025,0.054,45.9,481,0.097,-0.197,0.045,-0.094,1.044,-0.098,479,997,0.520
24-07-21,17:07:24.390,F,765,1040,1085,2642,0.041,45.5,466,0.073,-0.195,0.033,-0.081,1.043,-0.084,479,997,0.520
24-07-21,17:07:32.900,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:09:09.101,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:09:09.101,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 40.186 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:09:09.101,REG2,,"#1: alpha: 0.123, ETRm: 46.867, Ik: 382.366   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:09:10.495,FO,766,305,598,0,0.490,0.0,0,0,0,0,0,0,0,305,598,0.490
24-07-21,17:09:20.612,F,767,367,632,44,0.419,7.7,312,0.828,-0.092,0.704,-0.054,0.614,-0.033,305,598,0.490
24-07-21,17:09:30.739,F,768,405,675,80,0.400,13.4,319,0.758,-0.215,0.597,-0.114,0.677,-0.077,305,598,0.490
24-07-21,17:09:40.796,F,769,442,690,116,0.359,17.5,333,0.695,-0.218,0.524,-0.133,0.739,-0.098,305,598,0.490
24-07-21,17:09:50.903,F,770,484,710,160,0.318,21.4,338,0.608,-0.270,0.425,-0.158,0.809,-0.127,305,598,0.490
24-07-21,17:10:01.030,F,771,525,726,221,0.277,25.7,348,0.532,-0.290,0.353,-0.176,0.878,-0.155,305,598,0.490
24-07-21,17:10:11.213,F,772,583,742,335,0.214,30.1,343,0.398,-0.362,0.234,-0.194,0.975,-0.189,305,598,0.490
24-07-21,17:10:21.329,F,773,589,707,502,0.167,35.2,333,0.316,-0.276,0.179,-0.154,0.985,-0.152,305,598,0.490
24-07-21,17:10:31.447,F,774,601,694,740,0.134,41.6,329,0.255,-0.246,0.140,-0.138,1.005,-0.139,305,598,0.490
24-07-21,17:10:41.523,F,775,614,682,1107,0.100,46.5,328,0.192,-0.208,0.103,-0.123,1.027,-0.127,305,598,0.490
24-07-21,17:10:51.690,F,776,630,682,1447,0.076,46.2,326,0.146,-0.215,0.076,-0.123,1.054,-0.130,305,598,0.490
24-07-21,17:11:01.810,F,777,628,667,2026,0.058,49.4,318,0.112,-0.191,0.057,-0.103,1.050,-0.108,305,598,0.490
24-07-21,17:11:11.931,F,778,624,654,2642,0.046,51.0,315,0.088,-0.157,0.044,-0.086,1.043,-0.089,305,598,0.490
24-07-21,17:11:19.691,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,17:12:47.549,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,17:12:47.549,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 42.961 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,17:12:47.549,REG2,,"#1: alpha: 0.111, ETRm: 56.707, Ik: 509.273   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,17:12:48.947,FO,779,305,602,0,0.493,0.0,0,0,0,0,0,0,0,305,602,0.493
24-07-21,17:12:59.063,F,780,383,606,44,0.368,6.8,284,0.693,-0.084,0.514,-0.007,0.636,-0.004,305,602,0.493
24-07-21,17:13:09.180,F,781,385,598,80,0.356,12.0,289,0.689,-0.040,0.517,0.007,0.640,0.004,305,602,0.493
24-07-21,17:13:19.298,F,782,397,587,116,0.324,15.8,269,0.597,-0.071,0.405,0.026,0.659,0.017,305,602,0.493
24-07-21,17:13:29.425,F,783,385,553,160,0.304,20.4,266,0.585,0.034,0.404,0.089,0.640,0.056,305,602,0.493
24-07-21,17:13:39.539,F,784,399,550,221,0.275,25.5,267,0.534,0.047,0.357,0.095,0.663,0.062,305,602,0.493
24-07-21,17:13:49.659,F,785,424,553,335,0.233,32.8,273,0.461,0.057,0.297,0.089,0.704,0.063,305,602,0.493
24-07-21,17:13:59.804,F,786,462,568,503,0.187,39.5,271,0.357,0.000,0.209,0.060,0.767,0.046,305,602,0.493
24-07-21,17:14:09.920,F,787,495,581,741,0.148,46.1,282,0.288,-0.007,0.164,0.036,0.822,0.030,305,602,0.493
24-07-21,17:14:20.041,F,788,529,599,1107,0.117,54.4,292,0.228,-0.034,0.126,0.005,0.879,0.004,305,602,0.493
24-07-21,17:14:30.157,F,789,550,600,1447,0.083,50.4,278,0.155,-0.084,0.078,0.003,0.914,0.003,305,602,0.493
